Time,Name,Address / Platform,Region,Town,Updated_URL
"Monday, 8:00 PM",recovery-by-sunrise-group,Online130 South Central Avenue,Valley Stream,Hempstead,https://www.narcotics.com/na-meeting/recovery-by-sunrise-group
"Monday, 8:00 PM",just-care-group,95 Stewart Avenue,Hicksville,Hempstead,https://www.narcotics.com/na-meeting/just-care-group
"Monday, 8:00 PM",sick-not-twisted-group,Online39 North Carl Avenue,Babylon,Hempstead,https://www.narcotics.com/na-meeting/sick-not-twisted-group
"Monday, 8:00 PM",steps-on-the-beach-group,Online75 East Olive Street,Long Beach,Hempstead,https://www.narcotics.com/na-meeting/steps-on-the-beach-group
"Monday, 9:30 PM",last-chance-queens,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/last-chance-queens
"Tuesday, 10:00 AM",good-news-is-group,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/good-news-is-group
"Tuesday, 11:00 AM",recovery-on-the-southside-group,143 22 109th Ave,Queens,Hempstead,https://www.narcotics.com/na-meeting/recovery-on-the-southside-group
"Tuesday, 1:00 PM",no-more-excuses-group-queens,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/no-more-excuses-group-queens
"Tuesday, 1:00 PM",daysteppers-group,95 Stewart Avenue,Hicksville,Hempstead,https://www.narcotics.com/na-meeting/daysteppers-group
"Tuesday, 2:00 PM",hope-at-two-group,2424 Linden Boulevard,Brooklyn,Hempstead,https://www.narcotics.com/na-meeting/hope-at-two-group
"Tuesday, 5:15 PM",just-for-men-group,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/just-for-men-group
"Tuesday, 6:30 PM",new-beginnings-group-amityville,2 Monroe Street,Amityville,Hempstead,https://www.narcotics.com/na-meeting/new-beginnings-group-amityville
"Tuesday, 7:00 PM",recovery-on-main-street-group,16 Main Street,Hempstead,Hempstead,https://www.narcotics.com/na-meeting/recovery-on-main-street-group
"Tuesday, 7:00 PM",your-basic-step-group,Pulaski Road at New York Avenue,Huntington Station,Hempstead,https://www.narcotics.com/na-meeting/your-basic-step-group
"Tuesday, 7:30 PM",anchored-to-miracles-group,110 Anchor Avenue,Oceanside,Hempstead,https://www.narcotics.com/na-meeting/anchored-to-miracles-group
"Tuesday, 7:30 PM",recovery-on-the-rock-group,150 Beach 110th Street,Queens,Hempstead,https://www.narcotics.com/na-meeting/recovery-on-the-rock-group
"Tuesday, 7:30 PM",boys-to-men-group-levittown,Online3100 Hempstead Turnpike,Levittown,Hempstead,https://www.narcotics.com/na-meeting/boys-to-men-group-levittown
"Tuesday, 7:30 PM",women-with-the-women-group-floral-park,57 Spooner Street,Floral Park,Hempstead,https://www.narcotics.com/na-meeting/women-with-the-women-group-floral-park
"Tuesday, 7:30 PM",grupo-buena-voluntad,79 01 Broadway,Elmhurst,Hempstead,https://www.narcotics.com/na-meeting/grupo-buena-voluntad
"Tuesday, 7:30 PM",go-to-recover-group,1807 Mahan Avenue,Bronx,Hempstead,https://www.narcotics.com/na-meeting/go-to-recover-group
"Tuesday, 7:30 PM",awareness-group,95 18 Northern Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/awareness-group
"Tuesday, 7:30 PM",together-we-can-group-brooklyn,94 Hale Avenue,Brooklyn,Hempstead,https://www.narcotics.com/na-meeting/together-we-can-group-brooklyn
"Tuesday, 7:30 PM",spiritual-connection-group,82 10 Queens Blvd,Queens,Hempstead,https://www.narcotics.com/na-meeting/spiritual-connection-group
"Tuesday, 8:00 PM",tonights-the-night-group,485 Conklin Street,Farmingdale,Hempstead,https://www.narcotics.com/na-meeting/tonights-the-night-group
"Wednesday, 10:00 AM",good-news-is-group,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/good-news-is-group
"Wednesday, 11:00 AM",recovery-on-the-southside-group,143 22 109th Ave,Queens,Hempstead,https://www.narcotics.com/na-meeting/recovery-on-the-southside-group
"Wednesday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Hempstead,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Wednesday, 1:00 PM",underground-recovery-group,92 13 147th Place,Jamaica,Hempstead,https://www.narcotics.com/na-meeting/underground-recovery-group
"Wednesday, 2:00 PM",hope-at-two-group,2424 Linden Boulevard,Brooklyn,Hempstead,https://www.narcotics.com/na-meeting/hope-at-two-group
"Wednesday, 5:45 PM",two-for-one-group,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/two-for-one-group
"Wednesday, 6:00 PM",searching-for-freedom-group,1846 Randall Avenue,Bronx,Hempstead,https://www.narcotics.com/na-meeting/searching-for-freedom-group
"Wednesday, 6:30 PM",women-on-wednesday-new-beginnings-group,196 West Centennial Avenue,Roosevelt,Hempstead,https://www.narcotics.com/na-meeting/women-on-wednesday-new-beginnings-group
"Wednesday, 6:30 PM",bridge-over-troubled-water-group,560 Balcom Avenue,Bronx,Hempstead,https://www.narcotics.com/na-meeting/bridge-over-troubled-water-group
"Wednesday, 7:00 PM",guppy-group,423 Park Avenue,Huntington,Hempstead,https://www.narcotics.com/na-meeting/guppy-group
"Wednesday, 7:00 PM",foundation-to-recovery-group,Online2969 Otis Avenue,Bronx,Hempstead,https://www.narcotics.com/na-meeting/foundation-to-recovery-group
"Wednesday, 7:15 PM",it-works-how-and-why-group-franklin-square,619 Fenworth Boulevard,Franklin Square,Hempstead,https://www.narcotics.com/na-meeting/it-works-how-and-why-group-franklin-square
"Wednesday, 7:30 PM",two-for-one-group,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/two-for-one-group
"Wednesday, 7:30 PM",recover-and-live-group,85 18 61st Road,Queens,Hempstead,https://www.narcotics.com/na-meeting/recover-and-live-group
"Wednesday, 7:30 PM",new-kind-of-freedom-group,21 James Street,Babylon,Hempstead,https://www.narcotics.com/na-meeting/new-kind-of-freedom-group
"Wednesday, 7:30 PM",but-one-primary-purpose-group,Online2125 Watson Avenue,Bronx,Hempstead,https://www.narcotics.com/na-meeting/but-one-primary-purpose-group
"Wednesday, 7:30 PM",recovery-from-the-inside-group,81 Maple Avenue,Hempstead,Hempstead,https://www.narcotics.com/na-meeting/recovery-from-the-inside-group
"Wednesday, 8:00 PM",basically-genesis-group,100 Park Boulevard,Massapequa Park,Hempstead,https://www.narcotics.com/na-meeting/basically-genesis-group
"Wednesday, 8:00 PM",mid-island-connection-group,Online474 Wantagh Avenue,Levittown,Hempstead,https://www.narcotics.com/na-meeting/mid-island-connection-group
"Wednesday, 8:00 PM",living-clean-in-babylon-group,39 North Carl Avenue,Babylon,Hempstead,https://www.narcotics.com/na-meeting/living-clean-in-babylon-group
"Wednesday, 8:00 PM",steps-on-the-beach-group,Online75 East Olive Street,Long Beach,Hempstead,https://www.narcotics.com/na-meeting/steps-on-the-beach-group
"Thursday, 10:00 AM",good-news-is-group,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/good-news-is-group
"Thursday, 11:00 AM",recovery-on-the-southside-group,143 22 109th Ave,Queens,Hempstead,https://www.narcotics.com/na-meeting/recovery-on-the-southside-group
"Thursday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Hempstead,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Thursday, 2:00 PM",hope-at-two-group,2424 Linden Boulevard,Brooklyn,Hempstead,https://www.narcotics.com/na-meeting/hope-at-two-group
"Thursday, 4:00 PM",second-chance-at-life-group,200 12 Hollis Avenue,Queens,Hempstead,https://www.narcotics.com/na-meeting/second-chance-at-life-group
"Thursday, 6:30 PM",best-thing-going-group,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/best-thing-going-group
"Thursday, 7:00 PM",gates-of-delivery-group,423 Park Avenue,Huntington,Hempstead,https://www.narcotics.com/na-meeting/gates-of-delivery-group
"Thursday, 7:00 PM",recovery-on-main-street-group,16 Main Street,Hempstead,Hempstead,https://www.narcotics.com/na-meeting/recovery-on-main-street-group
"Thursday, 7:30 PM",welcome-to-life-group,109 55 Guy R Brewer Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/welcome-to-life-group
"Thursday, 7:30 PM",kick-it-and-stay-clean-group,600 New Hyde Park Road,New Hyde Park,Hempstead,https://www.narcotics.com/na-meeting/kick-it-and-stay-clean-group
"Thursday, 7:30 PM",recovery-on-the-rock-group,150 Beach 110th Street,Queens,Hempstead,https://www.narcotics.com/na-meeting/recovery-on-the-rock-group
"Thursday, 7:30 PM",clean-in-queens-group,Online103 10 101st Avenue,Queens,Hempstead,https://www.narcotics.com/na-meeting/clean-in-queens-group
"Thursday, 7:30 PM",spirit-alive-workshop-group,1020 Van Siclen Avenue,Brooklyn,Hempstead,https://www.narcotics.com/na-meeting/spirit-alive-workshop-group
"Thursday, 7:30 PM",we-do-recover-group-amityville,3504 Great Neck Road,Amityville,Hempstead,https://www.narcotics.com/na-meeting/we-do-recover-group-amityville
"Thursday, 8:00 PM",merrick-sunrise-group,2101 William Place,Merrick,Hempstead,https://www.narcotics.com/na-meeting/merrick-sunrise-group
"Thursday, 8:00 PM",growing-together-group,Online505 Willis Avenue,Williston Park,Hempstead,https://www.narcotics.com/na-meeting/growing-together-group
"Thursday, 8:00 PM",roslyn-mens-group,Online1579 Northern Boulevard,Roslyn,Hempstead,https://www.narcotics.com/na-meeting/roslyn-mens-group
"Thursday, 8:00 PM",new-connection-group,95 Stewart Avenue,Hicksville,Hempstead,https://www.narcotics.com/na-meeting/new-connection-group
"Thursday, 8:00 PM",strictly-the-steps-group,Online210 South Wellwood Avenue,Lindenhurst,Hempstead,https://www.narcotics.com/na-meeting/strictly-the-steps-group
"Thursday, 8:00 PM",recovery-island-group,113 City Island Avenue,Bronx,Hempstead,https://www.narcotics.com/na-meeting/recovery-island-group
"Saturday, 10:00 AM",good-news-is-group,110 54 Farmers Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/good-news-is-group
"Saturday, 1:00 PM",daystar-group,95 Stewart Avenue,Hicksville,Hempstead,https://www.narcotics.com/na-meeting/daystar-group
"Saturday, 2:00 PM",hope-at-two-group,2424 Linden Boulevard,Brooklyn,Hempstead,https://www.narcotics.com/na-meeting/hope-at-two-group
"Saturday, 6:00 PM",yes-we-can-recover-group,107 20 Northern Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/yes-we-can-recover-group
"Saturday, 6:45 PM",keep-it-simple-group-queens,185 15 Baisley Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/keep-it-simple-group-queens
"Saturday, 7:00 PM",meeting-with-no-name-group,157 11 111th Avenue,Queens,Hempstead,https://www.narcotics.com/na-meeting/meeting-with-no-name-group
"Saturday, 7:30 PM",miracles-on-main-street-group,60 East Main Street,Oyster Bay,Hempstead,https://www.narcotics.com/na-meeting/miracles-on-main-street-group
"Saturday, 7:30 PM",coffee-group,196 West Centennial Avenue,Roosevelt,Hempstead,https://www.narcotics.com/na-meeting/coffee-group
"Saturday, 7:30 PM",recovery-under-the-stars-group,109th Street,Queens,Hempstead,https://www.narcotics.com/na-meeting/recovery-under-the-stars-group
"Saturday, 7:30 PM",one-step-at-a-time-group,Online600 Soundview Avenue,Bronx,Hempstead,https://www.narcotics.com/na-meeting/one-step-at-a-time-group
"Saturday, 7:30 PM",back-to-life-group-bronx,Online595 Minnieford Avenue,Bronx,Hempstead,https://www.narcotics.com/na-meeting/back-to-life-group-bronx
"Saturday, 7:30 PM",our-primary-purpose-group-amityville,25 Broadway,Amityville,Hempstead,https://www.narcotics.com/na-meeting/our-primary-purpose-group-amityville
"Saturday, 7:30 PM",change-is-the-game-group,50 Ascan Avenue,Queens,Hempstead,https://www.narcotics.com/na-meeting/change-is-the-game-group
"Saturday, 8:00 PM",free-on-friday-group,220 Central Avenue,Bethpage,Hempstead,https://www.narcotics.com/na-meeting/free-on-friday-group
"Saturday, 8:00 PM",steps-on-the-beach-group,Online75 East Olive Street,Long Beach,Hempstead,https://www.narcotics.com/na-meeting/steps-on-the-beach-group
"Saturday, 8:30 PM",keep-it-simple-group-queens,185 15 Baisley Boulevard,Queens,Hempstead,https://www.narcotics.com/na-meeting/keep-it-simple-group-queens
"Saturday, 9:15 PM",meditation-on-main-street-group,60 East Main Street,Oyster Bay,Hempstead,https://www.narcotics.com/na-meeting/meditation-on-main-street-group
"Sunday, 10:00 AM",shelter-rock-live,178 Cold Spring Road,Syosset,Huntington,https://www.narcotics.com/na-meeting/shelter-rock-live
"Sunday, 11:30 AM",steps-into-the-hugs-group,189 Burr Road,East Northport,Huntington,https://www.narcotics.com/na-meeting/steps-into-the-hugs-group
"Sunday, 3:00 PM",time-doesnt-matter-group,2 Monroe Street,Amityville,Huntington,https://www.narcotics.com/na-meeting/time-doesnt-matter-group
"Sunday, 5:00 PM",surrender-on-sunday-group,48 Cedar Road,Amityville,Huntington,https://www.narcotics.com/na-meeting/surrender-on-sunday-group
"Sunday, 7:30 PM",sicker-than-most-group,107 East Main Street,Bay Shore,Huntington,https://www.narcotics.com/na-meeting/sicker-than-most-group
"Monday, 8:00 PM",sick-not-twisted-group,Online39 North Carl Avenue,Babylon,Huntington,https://www.narcotics.com/na-meeting/sick-not-twisted-group
"Tuesday, 7:00 PM",simply-women-group,Online48 Greene Avenue,Sayville,Huntington,https://www.narcotics.com/na-meeting/simply-women-group
"Tuesday, 7:00 PM",your-basic-step-group,Pulaski Road at New York Avenue,Huntington Station,Huntington,https://www.narcotics.com/na-meeting/your-basic-step-group
"Tuesday, 7:30 PM",step-in-time-group,111 Nassau Avenue,Islip,Huntington,https://www.narcotics.com/na-meeting/step-in-time-group
"Tuesday, 8:00 PM",tonights-the-night-group,485 Conklin Street,Farmingdale,Huntington,https://www.narcotics.com/na-meeting/tonights-the-night-group
"Wednesday, 6:30 PM",women-on-wednesday-new-beginnings-group,196 West Centennial Avenue,Roosevelt,Huntington,https://www.narcotics.com/na-meeting/women-on-wednesday-new-beginnings-group
"Wednesday, 7:30 PM",recovery-in-ronkonoma-group,307 Hawkins Avenue,Ronkonkoma,Huntington,https://www.narcotics.com/na-meeting/recovery-in-ronkonoma-group
"Thursday, 7:00 PM",true-recovery,1101 Lakeland Avenue,Bohemia,Huntington,https://www.narcotics.com/na-meeting/true-recovery
"Thursday, 7:30 PM",women-living-the-message-group,486 Town Line Road,Commack,Huntington,https://www.narcotics.com/na-meeting/women-living-the-message-group
"Thursday, 7:30 PM",we-do-recover-group-amityville,3504 Great Neck Road,Amityville,Huntington,https://www.narcotics.com/na-meeting/we-do-recover-group-amityville
"Thursday, 8:00 PM",roslyn-mens-group,Online1579 Northern Boulevard,Roslyn,Huntington,https://www.narcotics.com/na-meeting/roslyn-mens-group
"Thursday, 8:00 PM",strictly-the-steps-group,Online210 South Wellwood Avenue,Lindenhurst,Huntington,https://www.narcotics.com/na-meeting/strictly-the-steps-group
"Saturday, 6:30 PM",wonder-women-group,497 Pulaski Road,Greenlawn,Huntington,https://www.narcotics.com/na-meeting/wonder-women-group
"Saturday, 7:00 PM",students-of-recovery-group,159 Brightside Avenue,Central Islip,Huntington,https://www.narcotics.com/na-meeting/students-of-recovery-group
"Saturday, 7:30 PM",this-must-be-the-place-group,106 Vernon Valley Road,East Northport,Huntington,https://www.narcotics.com/na-meeting/this-must-be-the-place-group
"Monday, 7:15 PM",recovery-doesnt-stop-group,1101 Lakeland Avenue,Bohemia,Huntington,https://www.narcotics.com/na-meeting/recovery-doesnt-stop-group
"Saturday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Huntington,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Thursday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Huntington,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Wednesday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Huntington,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Tuesday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Huntington,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Monday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Huntington,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Monday, 7:30 PM",recovery-by-the-book-group,196 West Centennial Avenue,Roosevelt,Huntington,https://www.narcotics.com/na-meeting/recovery-by-the-book-group
"Saturday, 6:30 PM",pamphlets-to-freedom-group,1140 Locust Avenue,Bohemia,Huntington,https://www.narcotics.com/na-meeting/pamphlets-to-freedom-group
"Sunday, 9:00 AM",our-sunday-step-group,115 Leonardo Da Vinci Street,Copiague,Huntington,https://www.narcotics.com/na-meeting/our-sunday-step-group
"Saturday, 7:30 PM",our-primary-purpose-group-amityville,25 Broadway,Amityville,Huntington,https://www.narcotics.com/na-meeting/our-primary-purpose-group-amityville
"Wednesday, 8:00 PM",open-minded-men-group,1140 Locust Avenue,Bohemia,Huntington,https://www.narcotics.com/na-meeting/open-minded-men-group
"Sunday, 7:30 PM",one-flight-up-group,107 East Main Street,Bay Shore,Huntington,https://www.narcotics.com/na-meeting/one-flight-up-group
"Sunday, 2:00 PM",old-school-recovery-group,20 Simmons Street,Copiague,Huntington,https://www.narcotics.com/na-meeting/old-school-recovery-group
"Sunday, 10:00 AM",new-life-group-amityville,48 Cedar Road,Amityville,Huntington,https://www.narcotics.com/na-meeting/new-life-group-amityville
"Wednesday, 7:30 PM",new-kind-of-freedom-group,21 James Street,Babylon,Huntington,https://www.narcotics.com/na-meeting/new-kind-of-freedom-group
"Thursday, 8:00 PM",new-connection-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/new-connection-group
"Tuesday, 6:30 PM",new-beginnings-group-amityville,2 Monroe Street,Amityville,Huntington,https://www.narcotics.com/na-meeting/new-beginnings-group-amityville
"Sunday, 1:00 PM",new-awakenings-group,141 Wolf Hill Road,Huntington Station,Huntington,https://www.narcotics.com/na-meeting/new-awakenings-group
"Tuesday, 6:30 PM",new-attitudes-group-bay-shore,107 East Main Street,Bay Shore,Huntington,https://www.narcotics.com/na-meeting/new-attitudes-group-bay-shore
"Tuesday, 7:30 PM",never-alone-group-northport,130 Main Street,Northport,Huntington,https://www.narcotics.com/na-meeting/never-alone-group-northport
"Sunday, 7:00 PM",never-again-group-huntington,240 Main Street,Huntington,Huntington,https://www.narcotics.com/na-meeting/never-again-group-huntington
"Saturday, 7:30 PM",miracles-on-main-street-group,60 East Main Street,Oyster Bay,Huntington,https://www.narcotics.com/na-meeting/miracles-on-main-street-group
"Saturday, 11:59 PM",midnight-hope-group,107 East Main Street,Bay Shore,Huntington,https://www.narcotics.com/na-meeting/midnight-hope-group
"Wednesday, 8:00 PM",mid-island-connection-group,Online474 Wantagh Avenue,Levittown,Huntington,https://www.narcotics.com/na-meeting/mid-island-connection-group
"Thursday, 8:00 PM",merrick-sunrise-group,2101 William Place,Merrick,Huntington,https://www.narcotics.com/na-meeting/merrick-sunrise-group
"Saturday, 9:15 PM",meditation-on-main-street-group,60 East Main Street,Oyster Bay,Huntington,https://www.narcotics.com/na-meeting/meditation-on-main-street-group
"Wednesday, 8:00 PM",living-clean-in-babylon-group,39 North Carl Avenue,Babylon,Huntington,https://www.narcotics.com/na-meeting/living-clean-in-babylon-group
"Monday, 6:30 PM",living-clean-group-hicksville,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/living-clean-group-hicksville
"Monday, 7:30 PM",keep-it-green-group-huntington,125 Main Street,Huntington,Huntington,https://www.narcotics.com/na-meeting/keep-it-green-group-huntington
"Monday, 8:30 PM",kiss-group-bohemia,1140 Locust Avenue,Bohemia,Huntington,https://www.narcotics.com/na-meeting/kiss-group-bohemia
"Monday, 8:00 PM",just-care-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/just-care-group
"Sunday, 6:00 PM",its-a-spiritual-solution-group,130 Main Street,Northport,Huntington,https://www.narcotics.com/na-meeting/its-a-spiritual-solution-group
"Tuesday, 8:00 PM",its-casual-by-the-lake-group,307 Hawkins Avenue,Ronkonkoma,Huntington,https://www.narcotics.com/na-meeting/its-casual-by-the-lake-group
"Wednesday, 7:30 PM",hope-on-the-rise-group,80 Leaf Avenue,Central Islip,Huntington,https://www.narcotics.com/na-meeting/hope-on-the-rise-group
"Thursday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Wednesday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Monday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Sunday, 7:00 AM",hope-by-the-harbor-group,99 Ketcham Street,Northport,Huntington,https://www.narcotics.com/na-meeting/hope-by-the-harbor-group
"Sunday, 7:00 PM",how-we-live-group,1140 Locust Avenue,Bohemia,Huntington,https://www.narcotics.com/na-meeting/how-we-live-group
"Wednesday, 7:00 PM",guppy-group,423 Park Avenue,Huntington,Huntington,https://www.narcotics.com/na-meeting/guppy-group
"Thursday, 8:00 PM",growing-together-group,Online505 Willis Avenue,Williston Park,Huntington,https://www.narcotics.com/na-meeting/growing-together-group
"Thursday, 9:00 PM",gift-of-life-group,107 East Main Street,Bay Shore,Huntington,https://www.narcotics.com/na-meeting/gift-of-life-group
"Sunday, 10:00 AM",genesis-2-group,100 Park Boulevard,Massapequa Park,Huntington,https://www.narcotics.com/na-meeting/genesis-2-group
"Thursday, 7:00 PM",gates-of-delivery-group,423 Park Avenue,Huntington,Huntington,https://www.narcotics.com/na-meeting/gates-of-delivery-group
"Saturday, 6:00 PM",friday-night-mens-group,497 Pulaski Road,Greenlawn,Huntington,https://www.narcotics.com/na-meeting/friday-night-mens-group
"Saturday, 8:00 PM",free-on-friday-group,220 Central Avenue,Bethpage,Huntington,https://www.narcotics.com/na-meeting/free-on-friday-group
"Tuesday, 11:00 AM",experience-strength-and-hope-in-the-morning-group,155 Indian Head Road,Commack,Huntington,https://www.narcotics.com/na-meeting/experience-strength-and-hope-in-the-morning-group
"Tuesday, 1:00 PM",daysteppers-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/daysteppers-group
"Saturday, 1:00 PM",daystar-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/daystar-group
"Monday, 7:00 PM",day-one-group,Online80 Hicksville Road,Seaford,Huntington,https://www.narcotics.com/na-meeting/day-one-group
"Wednesday, 8:00 PM",coming-back-to-life-group,Online175 East Main Street,Smithtown,Huntington,https://www.narcotics.com/na-meeting/coming-back-to-life-group
"Saturday, 7:30 PM",coffee-group,196 West Centennial Avenue,Roosevelt,Huntington,https://www.narcotics.com/na-meeting/coffee-group
"Sunday, 6:30 PM",clean-slate-group-carle-place,534 Broadway,Carle Place,Huntington,https://www.narcotics.com/na-meeting/clean-slate-group-carle-place
"Sunday, 9:00 AM",choose-your-weapon-group,240 Main Street,Huntington,Huntington,https://www.narcotics.com/na-meeting/choose-your-weapon-group
"Tuesday, 7:30 PM",boys-to-men-group-levittown,Online3100 Hempstead Turnpike,Levittown,Huntington,https://www.narcotics.com/na-meeting/boys-to-men-group-levittown
"Sunday, 8:00 PM",blue-print-to-recovery-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/blue-print-to-recovery-group
"Wednesday, 8:00 PM",basically-genesis-group,100 Park Boulevard,Massapequa Park,Huntington,https://www.narcotics.com/na-meeting/basically-genesis-group
"Sunday, 5:00 PM",back-to-basics-group-roosevelt,189 Babylon Turnpike,Roosevelt,Huntington,https://www.narcotics.com/na-meeting/back-to-basics-group-roosevelt
"Sunday, 7:30 PM",asbury-addicts-group,Online265 Asbury Avenue,Westbury,Huntington,https://www.narcotics.com/na-meeting/asbury-addicts-group
"Saturday, 7:30 PM",all-about-change-group,Online315 Lake Shore Road,Lake Ronkonkoma,Huntington,https://www.narcotics.com/na-meeting/all-about-change-group
"Thursday, 7:30 PM",alive-again-group,340 Elmore Street,Central Islip,Huntington,https://www.narcotics.com/na-meeting/alive-again-group
"Sunday, 7:00 AM",hope-by-the-harbor-group,99 Ketcham Street,Northport,Huntington,https://www.narcotics.com/na-meeting/hope-by-the-harbor-group
"Sunday, 9:00 AM",choose-your-weapon-group,240 Main Street,Huntington,Huntington,https://www.narcotics.com/na-meeting/choose-your-weapon-group
"Sunday, 9:00 AM",our-sunday-step-group,115 Leonardo Da Vinci Street,Copiague,Huntington,https://www.narcotics.com/na-meeting/our-sunday-step-group
"Sunday, 9:30 AM",port-of-recovery-group-port-chester,55 Parkway Drive,Port Chester,Huntington,https://www.narcotics.com/na-meeting/port-of-recovery-group-port-chester
"Sunday, 10:00 AM",shelter-rock-live,178 Cold Spring Road,Syosset,Huntington,https://www.narcotics.com/na-meeting/shelter-rock-live
"Sunday, 10:00 AM",new-life-group-amityville,48 Cedar Road,Amityville,Huntington,https://www.narcotics.com/na-meeting/new-life-group-amityville
"Sunday, 11:30 AM",steps-into-the-hugs-group,189 Burr Road,East Northport,Huntington,https://www.narcotics.com/na-meeting/steps-into-the-hugs-group
"Sunday, 1:00 PM",new-awakenings-group,141 Wolf Hill Road,Huntington Station,Huntington,https://www.narcotics.com/na-meeting/new-awakenings-group
"Sunday, 2:00 PM",old-school-recovery-group,20 Simmons Street,Copiague,Huntington,https://www.narcotics.com/na-meeting/old-school-recovery-group
"Sunday, 3:00 PM",time-doesnt-matter-group,2 Monroe Street,Amityville,Huntington,https://www.narcotics.com/na-meeting/time-doesnt-matter-group
"Sunday, 5:00 PM",surrender-on-sunday-group,48 Cedar Road,Amityville,Huntington,https://www.narcotics.com/na-meeting/surrender-on-sunday-group
"Sunday, 5:00 PM",our-gratitude-speaks-the-na-way-group,41 Stillwater Avenue,Stamford,Huntington,https://www.narcotics.com/na-meeting/our-gratitude-speaks-the-na-way-group
"Sunday, 6:00 PM",its-a-spiritual-solution-group,130 Main Street,Northport,Huntington,https://www.narcotics.com/na-meeting/its-a-spiritual-solution-group
"Sunday, 6:30 PM",clean-slate-group-carle-place,534 Broadway,Carle Place,Huntington,https://www.narcotics.com/na-meeting/clean-slate-group-carle-place
"Sunday, 6:30 PM",by-the-text-group,2 Trinity Place,Norwalk,Huntington,https://www.narcotics.com/na-meeting/by-the-text-group
"Sunday, 7:00 PM",courage-to-change-group-stamford,245 Selleck Street,Stamford,Huntington,https://www.narcotics.com/na-meeting/courage-to-change-group-stamford
"Sunday, 7:00 PM",courage-to-change-group-stamford,245 Selleck Street,Stamford,Huntington,https://www.narcotics.com/na-meeting/courage-to-change-group-stamford
"Sunday, 7:00 PM",never-again-group-huntington,240 Main Street,Huntington,Huntington,https://www.narcotics.com/na-meeting/never-again-group-huntington
"Sunday, 7:30 PM",asbury-addicts-group,Online265 Asbury Avenue,Westbury,Huntington,https://www.narcotics.com/na-meeting/asbury-addicts-group
"Sunday, 7:45 PM",by-the-text-group,2 Trinity Place,Norwalk,Huntington,https://www.narcotics.com/na-meeting/by-the-text-group
"Sunday, 8:00 PM",blue-print-to-recovery-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/blue-print-to-recovery-group
"Monday, 12:00 PM",serenity-at-noon-group,141 Franklin Street,Stamford,Huntington,https://www.narcotics.com/na-meeting/serenity-at-noon-group
"Monday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
